0	-0.32035	-0.04227
1	0.95904	0.73502
2	-0.43071	-0.08473
3	0.26342	-0.18017
4	-0.54208	-0.63489
5	-0.088768	-0.35017
6	0.031031	-0.28554
7	0.58293	-0.25547
8	0.90794	-0.686
9	0.64173	-0.63982
10	0.35956	0.46826
11	1.0084	-1.6948
12	1.0548	0.52714
13	0.77003	-0.44079
14	1.0502	-0.13154
15	1.0255	-1.4856
16	0.38027	-0.97057
17	1.3081	-0.83658
18	0.65437	-0.50819
19	0.73562	-1.5766
20	1.1807	-0.52772
21	0.99305	-1.392
22	1.1355	-0.77443
23	1.5537	-0.50334
24	1.834	-0.68798
25	1.2663	-0.33219
26	1.5837	-0.39246
27	1.3553	-1.2429
28	1.6439	-0.81096
29	1.8037	-1.4337
30	1.3298	-1.6444
31	1.8303	-0.54306
32	2.0481	-1.0274
33	1.8483	-1.0769
34	2.7216	-0.61589
35	1.6071	-0.79616
36	1.5974	-0.94035
37	1.1456	-0.51231
38	2.5304	-0.69454
39	2.5633	-1.0615
40	2.1444	-1.5486
41	2.6882	-1.5512
42	2.3854	-0.65136
43	2.4936	-2.0753
44	2.4593	-1.3036
45	2.6774	-2.2878
46	2.5629	-0.82514
47	3.9603	-0.92653
48	2.0379	-1.3788
49	1.7487	-1.4368
50	2.1601	-2.6665
51	2.2384	-1.0813
52	2.6229	-2.4136
53	2.8101	-2.4225
54	2.8396	-1.1684
55	3.2742	-1.6281
56	3.2528	-0.89363
57	3.4884	-0.70638
58	4.0565	-0.56151
59	3.8335	-1.2815
60	2.6349	-0.65668
61	2.1667	-0.77655
62	3.8368	-0.35934
63	2.6079	-0.44979
64	3.8212	-0.21443
65	4.0677	-0.67484
66	5.4256	-0.62797
67	4.5395	0.0040159
68	4.5826	-1.5072
69	5.2162	-0.64316
70	5.4833	-0.97167
71	5.6576	-0.47316
72	5.5803	0.096969
73	5.5354	0.22058
74	6.5671	-0.84845
75	5.9995	-0.7252
76	6.4169	-0.56984
77	7.8607	-0.93298
78	7.2477	-0.78483
79	7.6572	-0.88446
80	8.4481	-1.6981
81	8.119	-1.4702
82	9.0546	-2.5965
83	8.6382	-1.1065
84	9.588	-2.1424
85	9.6671	-2.5785
86	9.5167	-2.2522
87	9.4612	-2.7545
88	9.6434	-1.77
89	10.301	-1.7593
90	10.488	-0.10949
91	10.773	-0.34853
92	11.74	-1.8856
93	11.37	-0.13589
94	12.362	-0.77501
95	11.795	0.07714
96	12.818	0.56748
97	12.341	1.1398
98	12.962	0.90997
99	13.63	2.1153
100	13.208	1.3672
101	13.338	2.0521
102	14.381	2.5013
103	13.676	2.4921
104	12.806	3.1706
105	13.168	3.1724
106	12.485	2.8993
107	12.839	2.6693
108	13.016	4.7819
109	11.327	3.8309
110	12.465	4.4655
111	12.501	4.976
112	11.617	5.0318
113	12.288	4.8033
114	11.314	5.3632
115	10.439	5.8919
116	9.8826	7.0512
117	11.046	6.2386
118	11.802	7.4186
119	11.837	7.5379
120	12.118	7.624
121	11.856	7.5698
122	12.45	8.3135
123	11.791	8.7695
124	12.464	8.4355
125	12.667	9.6236
126	13.57	9.4737
127	13.536	10.195
128	13.198	10.768
129	14.004	10.504
130	13.897	11.17
131	14.142	11.846
132	15.14	11.111
133	14.998	12.904
134	15.374	13.956
135	15.849	13.58
136	15.731	13.3
137	16.149	14.03
138	16.448	13.655
139	16.925	15.469
140	16.811	15.358
141	17.512	15.638
142	17.05	15.164
143	17.248	16.119
144	18.356	16.037
145	17.483	16.518
146	17.97	16.746
147	18.664	16.876
148	18.512	17.291
149	19.373	17.998
150	19.42	17.611
151	19.117	19.121
152	18.474	19.116
153	19.038	19.882
154	17.955	20.024
155	18.66	20.494
156	18.834	19.863
157	18.428	20.451
158	18.653	21.095
159	19.124	21.731
160	18.458	22.598
161	18.021	22.246
162	18.1	23.379
163	17.884	23.343
164	16.905	24.05
165	17.246	23.883
166	18.103	23.849
167	17.633	23.794
168	18.111	24.97
169	17.481	25.659
170	18.181	25.46
171	18.613	25.693
172	17.796	26.167
173	18.815	26.13
174	18.715	26.789
175	18.501	27.303
176	19.116	27.773
177	18.351	28.076
178	18.4	28.771
179	19.04	28.877
180	19.297	30.087
181	19.371	29.693
182	19.259	30.797
183	20.43	29.89
184	19.653	30.836
185	20.67	30.536
186	21.173	31.06
187	20.944	31.15
188	21.235	29.853
189	21.242	30.376
190	20.933	30.412
191	21.896	31.298
192	22.641	31.775
193	23.273	30.819
194	22.432	31.33
195	22.076	31.139
196	23.216	30.283
197	23.564	30.95
198	23.505	30.318
199	23.287	31.394
