0	-0.39364
1	0.32039
2	-0.82115
3	-0.90586
4	-0.81267
5	-1.7006
6	0.56908
7	-0.020412
8	-0.59337
9	0.43634
10	-1.1375
11	-0.36573
12	-0.46824
13	-0.22081
14	-0.25689
15	-0.87866
16	-0.49414
17	-0.59446
18	-0.23107
19	-0.031187
20	-0.056084
21	-1.0754
22	-0.63784
23	-1.3165
24	-1.2991
25	-0.77865
26	-0.041812
27	-1.2259
28	-0.68824
29	-1.0196
30	-0.38105
31	-1.5172
32	-0.98926
33	-0.76217
34	-0.52103
35	-0.33213
36	-1.0942
37	-1.9158
38	-1.5741
39	-1.7666
40	-0.093514
41	-1.6094
42	-0.96051
43	-1.4637
44	-0.95604
45	-1.8157
46	-2.1673
47	-2.2102
48	-1.2879
49	-1.6535
50	-1.6958
51	-0.921
52	-1.5178
53	-1.2203
54	-0.15084
55	-0.97241
56	0.15263
57	0.59637
58	0.43147
59	1.0357
60	0.71942
61	1.1029
62	2.1038
63	2.787
64	4.0931
65	2.4983
66	3.2485
67	3.3938
68	2.7487
69	3.7759
70	3.3782
71	4.9759
72	4.3919
73	5.1661
74	5.1239
75	5.8281
76	5.6564
77	6.4817
78	6.8866
79	7.653
80	6.9604
81	6.0413
82	6.7438
83	7.8939
84	6.7336
85	7.8032
86	7.4378
87	8.1472
88	6.5014
89	7.4361
90	6.9841
91	9.0951
92	8.1067
93	8.4367
94	7.2711
95	7.619
96	7.7701
97	8.5086
98	7.8735
99	8.4163
100	7.0927
101	7.9947
102	7.8129
103	7.4892
104	8.5848
105	8.5248
106	8.4537
107	7.8231
108	9.1068
109	8.7712
110	8.4996
111	8.7136
112	8.6243
113	7.9332
114	8.7185
115	8.4987
116	8.4779
117	8.4423
118	8.8068
119	8.1326
120	9.8913
121	9.9223
122	9.8973
123	10.199
124	10.127
125	11.345
126	11.079
127	11.097
128	12.44
129	11.961
130	12.089
131	12.546
132	12.578
133	12.752
134	14.884
135	14.758
136	14.394
137	13.921
138	14.426
139	15.08
140	15.874
141	15.121
142	14.932
143	15.682
144	16.883
145	17.221
146	17.561
147	17.579
148	18.046
149	18.025
150	19.004
151	18.201
152	19.419
153	19.077
154	19.643
155	20.396
156	20.949
157	20.18
158	21.679
159	21.688
160	21.634
161	21.879
162	22.178
163	22.444
164	22.917
165	23.241
166	23.937
167	24.597
168	24.377
169	24.348
170	25.075
171	25.163
172	24.866
173	26.165
174	26.154
175	26.377
176	26.877
177	27.059
178	26.767
179	27.466
180	27.784
181	27.901
182	29.317
183	28.348
184	28.853
185	29.048
186	29.127
187	29.927
188	30.196
189	31.326
190	30.66
191	30.498
192	32.078
193	32.14
194	31.653
195	31.261
196	31.991
197	32.329
198	32.738
199	32.663
